OBJECTID,SA_GUID_2016,SA_GUID_2022,SA_PUB2011,SA_PUB2016,SA_PUB2022,SA_GEOGID_2022,SA_CHANGE_CODE,SA_URBAN_AREA_FLAG,SA_URBAN_AREA_NAME,SA_NUTS1,SA_NUTS1_NAME,SA_NUTS2,SA_NUTS2_NAME,SA_NUTS3,SA_NUTS3_NAME,ED_GUID,ED_OFFICIAL,ED_ENGLISH,ED_GAEILGE,ED_ID_STR,ED_PART_COUNT,COUNTY_CODE,COUNTY_ENGLISH,COUNTY_GAEILGE,CSO_LEA,Shape__Area,Shape__Length
6829,4c07d11e-3368-851d-e053-ca3ca8c0ca7f,4c07d11e-3368-851d-e053-ca3ca8c0ca7f,267070008,267070008,267070008,A267070008,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d3d-13a3-e055-000000000001,Y,DUN LAOGHAIRE-MONKSTOWN FARM,DÚN LAOGHAIRE-FEIRM BHAILE NA MANACH,267070,1,05,DUN LAOGHAIRE/RATHDOWN,Baile Átha Cliath,DÚN LAOGHAIRE,41233.2801818848,993.730844253865
6830,4c07d11e-35ff-851d-e053-ca3ca8c0ca7f,4c07d11e-35ff-851d-e053-ca3ca8c0ca7f,268002004,268002004,268002004,A268002004,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1cec-13a3-e055-000000000001,Y,ARRAN QUAY B,CÉ ÁRANN B,268002,1,02,DUBLIN CITY,Baile Átha Cliath,NORTH INNER CITY,43425.3197937012,966.788429189923
6831,4c07d11e-3600-851d-e053-ca3ca8c0ca7f,4c07d11e-3600-851d-e053-ca3ca8c0ca7f,268005017,268005017,268005017,A268005017,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1cef-13a3-e055-000000000001,Y,ARRAN QUAY E,CÉ ÁRANN E,268005,1,02,DUBLIN CITY,Baile Átha Cliath,NORTH INNER CITY,21688.8962097168,853.455467794192
6832,4c07d11e-35e7-851d-e053-ca3ca8c0ca7f,4c07d11e-35e7-851d-e053-ca3ca8c0ca7f,268029008,268029008,268029008,A268029008,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d27-13a3-e055-000000000001,Y,BOTANIC C,GARRAITHE NA LUS C,268029,1,02,DUBLIN CITY,Baile Átha Cliath,CABRA-GLASNEVIN,36978.1007995605,906.031738676056
6833,4c07d11e-35e8-851d-e053-ca3ca8c0ca7f,4c07d11e-35e8-851d-e053-ca3ca8c0ca7f,268029007,268029007,268029007,A268029007,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d27-13a3-e055-000000000001,Y,BOTANIC C,GARRAITHE NA LUS C,268029,1,02,DUBLIN CITY,Baile Átha Cliath,CABRA-GLASNEVIN,39919.7536621094,814.810290902946
6834,4c07d11e-363d-851d-e053-ca3ca8c0ca7f,4c07d11e-363d-851d-e053-ca3ca8c0ca7f,268032012,268032012,268032012,A268032012,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d2a-13a3-e055-000000000001,Y,CABRA EAST C,AN CHABRACH THOIR C,268032,1,02,DUBLIN CITY,Baile Átha Cliath,CABRA-GLASNEVIN,29738.4362182617,1034.80300943902
6835,4c07d11e-3662-851d-e053-ca3ca8c0ca7f,4c07d11e-3662-851d-e053-ca3ca8c0ca7f,268005011,268005011,268005011,A268005011,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1cef-13a3-e055-000000000001,Y,ARRAN QUAY E,CÉ ÁRANN E,268005,1,02,DUBLIN CITY,Baile Átha Cliath,NORTH INNER CITY,14306.5528259277,612.260596111996
6836,4c07d11e-3663-851d-e053-ca3ca8c0ca7f,4c07d11e-3663-851d-e053-ca3ca8c0ca7f,268005012,268005012,268005012,A268005012,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1cef-13a3-e055-000000000001,Y,ARRAN QUAY E,CÉ ÁRANN E,268005,1,02,DUBLIN CITY,Baile Átha Cliath,NORTH INNER CITY,21880.0278625488,709.148791476309
6837,4c07d11e-333b-851d-e053-ca3ca8c0ca7f,4c07d11e-333b-851d-e053-ca3ca8c0ca7f,267089007,267089007,267089007,A267089007,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d7b-13a3-e055-000000000001,Y,FOXROCK-DEANSGRANGE,CARRAIG AN TSIONNAIGH-GRÁINSEACH AN DÉIN,267089,1,05,DUN LAOGHAIRE/RATHDOWN,Baile Átha Cliath,BLACKROCK,56326.2268371582,1127.54489887811
6838,4c07d11e-330b-851d-e053-ca3ca8c0ca7f,4c07d11e-330b-851d-e053-ca3ca8c0ca7f,267069006,267069006,267069006,A267069006,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d3c-13a3-e055-000000000001,Y,DUN LAOGHAIRE-GLENAGEARY,DÚN LAOGHAIRE-GLEANN NA GCAORACH,267069,1,05,DUN LAOGHAIRE/RATHDOWN,Baile Átha Cliath,DÚN LAOGHAIRE,59155.6055908203,1039.64311697696
6839,4c07d11e-3409-851d-e053-ca3ca8c0ca7f,4c07d11e-3409-851d-e053-ca3ca8c0ca7f,267055001,267055001,267055001,A267055001,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d18-13a3-e055-000000000001,Y,CLONSKEAGH-MILLTOWN,CLUAIN SCEACH-BAILE AN MHUILINN,267055,1,05,DUN LAOGHAIRE/RATHDOWN,Baile Átha Cliath,STILLORGAN,49656.8664550781,1067.47760005878
6840,4c07d11e-3351-851d-e053-ca3ca8c0ca7f,4c07d11e-3351-851d-e053-ca3ca8c0ca7f,267070002,267070002,267070002,A267070002,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d3d-13a3-e055-000000000001,Y,DUN LAOGHAIRE-MONKSTOWN FARM,DÚN LAOGHAIRE-FEIRM BHAILE NA MANACH,267070,1,05,DUN LAOGHAIRE/RATHDOWN,Baile Átha Cliath,DÚN LAOGHAIRE,45051.607421875,1131.49825878097
6841,4c07d11e-3352-851d-e053-ca3ca8c0ca7f,4c07d11e-3352-851d-e053-ca3ca8c0ca7f,267070005,267070005,267070005,A267070005,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d3d-13a3-e055-000000000001,Y,DUN LAOGHAIRE-MONKSTOWN FARM,DÚN LAOGHAIRE-FEIRM BHAILE NA MANACH,267070,1,05,DUN LAOGHAIRE/RATHDOWN,Baile Átha Cliath,DÚN LAOGHAIRE,42056.6565551758,1183.69732515885
6842,4c07d11e-3508-851d-e053-ca3ca8c0ca7f,4c07d11e-3508-851d-e053-ca3ca8c0ca7f,268152001,268152001,268152001,A268152001,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1df8-13a3-e055-000000000001,Y,USHERS E,CÉ UISÉIR E,268152,1,02,DUBLIN CITY,Baile Átha Cliath,SOUTH WEST INNER CITY,11779.8000793457,510.314735426591
6843,4c07d11e-33bd-851d-e053-ca3ca8c0ca7f,4c07d11e-33bd-851d-e053-ca3ca8c0ca7f,267081002,267081002,267081002,A267081002,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d5d-13a3-e055-000000000001,Y,DUNDRUM-SWEETMOUNT,DÚN DROMA-DROIM MEALA,267081,1,05,DUN LAOGHAIRE/RATHDOWN,Baile Átha Cliath,DUNDRUM,58489.8449401855,1056.13856087198
6844,4c07d11e-3509-851d-e053-ca3ca8c0ca7f,4c07d11e-3509-851d-e053-ca3ca8c0ca7f,268153010,268153010,268153010,A268153010,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1e05-13a3-e055-000000000001,Y,USHERS F,CÉ UISÉIR F,268153,1,02,DUBLIN CITY,Baile Átha Cliath,SOUTH WEST INNER CITY,32219.2275085449,798.116697213764
6845,4c07d11e-351e-851d-e053-ca3ca8c0ca7f,4c07d11e-351e-851d-e053-ca3ca8c0ca7f,268152004,268152004,268152004,A268152004,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1df8-13a3-e055-000000000001,Y,USHERS E,CÉ UISÉIR E,268152,1,02,DUBLIN CITY,Baile Átha Cliath,SOUTH WEST INNER CITY,36558.8262939453,868.720081563241
6846,4c07d11e-351f-851d-e053-ca3ca8c0ca7f,4c07d11e-351f-851d-e053-ca3ca8c0ca7f,268151001,268151001,268151001,A268151001,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1df7-13a3-e055-000000000001,Y,USHERS D,CÉ UISÉIR D,268151,1,02,DUBLIN CITY,Baile Átha Cliath,SOUTH WEST INNER CITY,17805.3814086914,674.582449846743
6847,4c07d11e-3520-851d-e053-ca3ca8c0ca7f,4c07d11e-3520-851d-e053-ca3ca8c0ca7f,268151007,268151007,268151007,A268151007,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1df7-13a3-e055-000000000001,Y,USHERS D,CÉ UISÉIR D,268151,1,02,DUBLIN CITY,Baile Átha Cliath,SOUTH WEST INNER CITY,6283.56823730469,365.599970725037
6848,4c07d11e-3521-851d-e053-ca3ca8c0ca7f,4c07d11e-3521-851d-e053-ca3ca8c0ca7f,268151006,268151006,268151006,A268151006,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1df7-13a3-e055-000000000001,Y,USHERS D,CÉ UISÉIR D,268151,1,02,DUBLIN CITY,Baile Átha Cliath,SOUTH WEST INNER CITY,14558.1481018066,492.654097880528
6849,4c07d11e-3522-851d-e053-ca3ca8c0ca7f,4c07d11e-3522-851d-e053-ca3ca8c0ca7f,268152009,268152009,268152009,A268152009,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1df8-13a3-e055-000000000001,Y,USHERS E,CÉ UISÉIR E,268152,1,02,DUBLIN CITY,Baile Átha Cliath,SOUTH WEST INNER CITY,26389.8763122559,750.885741339776
6850,4c07d11e-343a-851d-e053-ca3ca8c0ca7f,4c07d11e-343a-851d-e053-ca3ca8c0ca7f,268135009,268135009,268135009,A268135009,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1de7-13a3-e055-000000000001,Y,RATHMINES WEST D,RÁTH MAONAIS THIAR D,268135,1,02,DUBLIN CITY,Baile Átha Cliath,KIMMAGE-RATHMINES,15894.5350646973,642.619174626847
6851,4c07d11e-341f-851d-e053-ca3ca8c0ca7f,4c07d11e-341f-851d-e053-ca3ca8c0ca7f,267055006,267055006,267055006,A267055006,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d18-13a3-e055-000000000001,Y,CLONSKEAGH-MILLTOWN,CLUAIN SCEACH-BAILE AN MHUILINN,267055,1,05,DUN LAOGHAIRE/RATHDOWN,Baile Átha Cliath,STILLORGAN,31459.6076049805,877.537344092682
6852,4c07d11e-347c-851d-e053-ca3ca8c0ca7f,4c07d11e-347c-851d-e053-ca3ca8c0ca7f,268135016,268135016,268135016,A268135016,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1de7-13a3-e055-000000000001,Y,RATHMINES WEST D,RÁTH MAONAIS THIAR D,268135,1,02,DUBLIN CITY,Baile Átha Cliath,KIMMAGE-RATHMINES,23139.6600341797,676.078332168161
6853,4c07d11e-350a-851d-e053-ca3ca8c0ca7f,4c07d11e-350a-851d-e053-ca3ca8c0ca7f,268152010,268152010,268152010,A268152010,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1df8-13a3-e055-000000000001,Y,USHERS E,CÉ UISÉIR E,268152,1,02,DUBLIN CITY,Baile Átha Cliath,SOUTH WEST INNER CITY,27661.7547607422,700.102621143348
6854,4c07d11e-350b-851d-e053-ca3ca8c0ca7f,4c07d11e-350b-851d-e053-ca3ca8c0ca7f,268152005,268152005,268152005,A268152005,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1df8-13a3-e055-000000000001,Y,USHERS E,CÉ UISÉIR E,268152,1,02,DUBLIN CITY,Baile Átha Cliath,SOUTH WEST INNER CITY,17651.2170410156,543.544736937564
6855,4c07d11e-350c-851d-e053-ca3ca8c0ca7f,4c07d11e-350c-851d-e053-ca3ca8c0ca7f,268152003,268152003,268152003,A268152003,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1df8-13a3-e055-000000000001,Y,USHERS E,CÉ UISÉIR E,268152,1,02,DUBLIN CITY,Baile Átha Cliath,SOUTH WEST INNER CITY,22280.7152099609,768.176507606447
6856,4c07d11e-3480-851d-e053-ca3ca8c0ca7f,4c07d11e-3480-851d-e053-ca3ca8c0ca7f,268101004,268101004,268101004,A268101004,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1da4-13a3-e055-000000000001,Y,MERCHANTS QUAY D,CÉ NA GCEANNAITHE D,268101,1,02,DUBLIN CITY,Baile Átha Cliath,SOUTH WEST INNER CITY,28213.1455688477,847.448485198248
6857,4c07d11e-3481-851d-e053-ca3ca8c0ca7f,4c07d11e-3481-851d-e053-ca3ca8c0ca7f,268162001,268162001,268162001,A268162001,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1e0e-13a3-e055-000000000001,Y,WOOD QUAY B,CÉ AN ADHMAID B,268162,1,02,DUBLIN CITY,Baile Átha Cliath,SOUTH EAST INNER CITY,19147.1815490723,568.430749898782
6858,4c07d11e-356b-851d-e053-ca3ca8c0ca7f,4c07d11e-356b-851d-e053-ca3ca8c0ca7f,268135010,268135010,268135010,A268135010,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1de7-13a3-e055-000000000001,Y,RATHMINES WEST D,RÁTH MAONAIS THIAR D,268135,1,02,DUBLIN CITY,Baile Átha Cliath,KIMMAGE-RATHMINES,28167.3563842773,890.173134616725
6859,4c07d11e-356c-851d-e053-ca3ca8c0ca7f,4c07d11e-356c-851d-e053-ca3ca8c0ca7f,268135008,268135008,268135008,A268135008,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1de7-13a3-e055-000000000001,Y,RATHMINES WEST D,RÁTH MAONAIS THIAR D,268135,1,02,DUBLIN CITY,Baile Átha Cliath,KIMMAGE-RATHMINES,25547.9415588379,745.698136171147
6860,4c07d11e-356d-851d-e053-ca3ca8c0ca7f,4c07d11e-356d-851d-e053-ca3ca8c0ca7f,268135003,268135003,268135003,A268135003,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1de7-13a3-e055-000000000001,Y,RATHMINES WEST D,RÁTH MAONAIS THIAR D,268135,1,02,DUBLIN CITY,Baile Átha Cliath,KIMMAGE-RATHMINES,14512.7115478516,503.259660093883
6861,4c07d11e-3523-851d-e053-ca3ca8c0ca7f,4c07d11e-3523-851d-e053-ca3ca8c0ca7f,268151002,268151002,268151002,A268151002,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1df7-13a3-e055-000000000001,Y,USHERS D,CÉ UISÉIR D,268151,1,02,DUBLIN CITY,Baile Átha Cliath,SOUTH WEST INNER CITY,16462.0824890137,536.526924326366
6862,4c07d11e-3493-851d-e053-ca3ca8c0ca7f,4c07d11e-3493-851d-e053-ca3ca8c0ca7f,268101009,268101009,268101009,A268101009,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1da4-13a3-e055-000000000001,Y,MERCHANTS QUAY D,CÉ NA GCEANNAITHE D,268101,1,02,DUBLIN CITY,Baile Átha Cliath,SOUTH WEST INNER CITY,59266.7895812988,1178.39482855048
6863,4c07d11e-3494-851d-e053-ca3ca8c0ca7f,4c07d11e-3494-851d-e053-ca3ca8c0ca7f,268101007,268101007,268101007,A268101007,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1da4-13a3-e055-000000000001,Y,MERCHANTS QUAY D,CÉ NA GCEANNAITHE D,268101,1,02,DUBLIN CITY,Baile Átha Cliath,SOUTH WEST INNER CITY,14177.9180297852,473.6906100602
6864,4c07d11e-3495-851d-e053-ca3ca8c0ca7f,4c07d11e-3495-851d-e053-ca3ca8c0ca7f,268100016,268100016,268100016,A268100016,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1da3-13a3-e055-000000000001,Y,MERCHANTS QUAY C,CÉ NA GCEANNAITHE C,268100,1,02,DUBLIN CITY,Baile Átha Cliath,SOUTH WEST INNER CITY,24491.1206054688,646.92997433251
6865,4c07d11e-331e-851d-e053-ca3ca8c0ca7f,4c07d11e-331e-851d-e053-ca3ca8c0ca7f,268117021,268117021,268117021,A268117021,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1dbd-13a3-e055-000000000001,Y,PEMBROKE WEST C,PEAMBRÓG THIAR C,268117,1,02,DUBLIN CITY,Baile Átha Cliath,PEMBROKE,37974.2612915039,915.1499739651
6866,4c07d11e-332e-851d-e053-ca3ca8c0ca7f,4c07d11e-332e-851d-e053-ca3ca8c0ca7f,268117017,268117017,268117017,A268117017,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1dbd-13a3-e055-000000000001,Y,PEMBROKE WEST C,PEAMBRÓG THIAR C,268117,1,02,DUBLIN CITY,Baile Átha Cliath,PEMBROKE,21252.980682373,656.752758272749
6867,4c07d11e-3330-851d-e053-ca3ca8c0ca7f,4c07d11e-3330-851d-e053-ca3ca8c0ca7f,268117010,268117010,268117010,A268117010,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1dbd-13a3-e055-000000000001,Y,PEMBROKE WEST C,PEAMBRÓG THIAR C,268117,1,02,DUBLIN CITY,Baile Átha Cliath,PEMBROKE,21339.3421325684,605.723989243578
6868,4c07d11e-3334-851d-e053-ca3ca8c0ca7f,4c07d11e-3334-851d-e053-ca3ca8c0ca7f,268117004,268117004,268117004,A268117004,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1dbd-13a3-e055-000000000001,Y,PEMBROKE WEST C,PEAMBRÓG THIAR C,268117,1,02,DUBLIN CITY,Baile Átha Cliath,PEMBROKE,33033.8228759766,790.548006332293
6869,4c07d11e-3344-851d-e053-ca3ca8c0ca7f,4c07d11e-3344-851d-e053-ca3ca8c0ca7f,268117001,268117001,268117001,A268117001,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1dbd-13a3-e055-000000000001,Y,PEMBROKE WEST C,PEAMBRÓG THIAR C,268117,1,02,DUBLIN CITY,Baile Átha Cliath,PEMBROKE,21737.013671875,836.750015578917
6870,4c07d11e-3435-851d-e053-ca3ca8c0ca7f,4c07d11e-3435-851d-e053-ca3ca8c0ca7f,267009003,267009003,267009003,A267009003,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1e26-13a3-e055-000000000001,Y,BALLINTEER-LUDFORD,BAILE AN TSAOIR-LUDFORD,267009,1,05,DUN LAOGHAIRE/RATHDOWN,Baile Átha Cliath,DUNDRUM,47035.3891906738,928.194682417991
6871,4c07d11e-3482-851d-e053-ca3ca8c0ca7f,4c07d11e-3482-851d-e053-ca3ca8c0ca7f,268100015,268100015,268100015,A268100015,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1da3-13a3-e055-000000000001,Y,MERCHANTS QUAY C,CÉ NA GCEANNAITHE C,268100,1,02,DUBLIN CITY,Baile Átha Cliath,SOUTH WEST INNER CITY,17435.1969299316,593.66823314912
6872,4c07d11e-341a-851d-e053-ca3ca8c0ca7f,4c07d11e-341a-851d-e053-ca3ca8c0ca7f,267055004,267055004,267055004,A267055004,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d18-13a3-e055-000000000001,Y,CLONSKEAGH-MILLTOWN,CLUAIN SCEACH-BAILE AN MHUILINN,267055,1,05,DUN LAOGHAIRE/RATHDOWN,Baile Átha Cliath,STILLORGAN,38669.4457092285,869.451856976675
6873,4c07d11e-341b-851d-e053-ca3ca8c0ca7f,4c07d11e-341b-851d-e053-ca3ca8c0ca7f,267055007,267055007,267055007,A267055007,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d18-13a3-e055-000000000001,Y,CLONSKEAGH-MILLTOWN,CLUAIN SCEACH-BAILE AN MHUILINN,267055,1,05,DUN LAOGHAIRE/RATHDOWN,Baile Átha Cliath,STILLORGAN,47751.0028686523,1050.46564245603
6874,4c07d11e-344b-851d-e053-ca3ca8c0ca7f,4c07d11e-344b-851d-e053-ca3ca8c0ca7f,267009001,267009001,267009001,A267009001,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1e26-13a3-e055-000000000001,Y,BALLINTEER-LUDFORD,BAILE AN TSAOIR-LUDFORD,267009,1,05,DUN LAOGHAIRE/RATHDOWN,Baile Átha Cliath,DUNDRUM,43866.176574707,910.111022306817
6875,4c07d11e-344d-851d-e053-ca3ca8c0ca7f,4c07d11e-344d-851d-e053-ca3ca8c0ca7f,267009007,267009007,267009007,A267009007,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1e26-13a3-e055-000000000001,Y,BALLINTEER-LUDFORD,BAILE AN TSAOIR-LUDFORD,267009,1,05,DUN LAOGHAIRE/RATHDOWN,Baile Átha Cliath,DUNDRUM,44936.4245300293,876.811621118486
6876,4c07d11e-343d-851d-e053-ca3ca8c0ca7f,4c07d11e-343d-851d-e053-ca3ca8c0ca7f,268135004,268135004,268135004,A268135004,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1de7-13a3-e055-000000000001,Y,RATHMINES WEST D,RÁTH MAONAIS THIAR D,268135,1,02,DUBLIN CITY,Baile Átha Cliath,KIMMAGE-RATHMINES,26662.6536865234,728.919383111852
6877,4c07d11e-343e-851d-e053-ca3ca8c0ca7f,4c07d11e-343e-851d-e053-ca3ca8c0ca7f,268135013,268135013,268135013,A268135013,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1de7-13a3-e055-000000000001,Y,RATHMINES WEST D,RÁTH MAONAIS THIAR D,268135,1,02,DUBLIN CITY,Baile Átha Cliath,KIMMAGE-RATHMINES,12675.2853088379,599.233530440966
6878,4c07d11e-3496-851d-e053-ca3ca8c0ca7f,4c07d11e-3496-851d-e053-ca3ca8c0ca7f,268162005,268162005,268162005,A268162005,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1e0e-13a3-e055-000000000001,Y,WOOD QUAY B,CÉ AN ADHMAID B,268162,1,02,DUBLIN CITY,Baile Átha Cliath,SOUTH EAST INNER CITY,20628.3050842285,832.004221030888
6879,4c07d11e-3423-851d-e053-ca3ca8c0ca7f,4c07d11e-3423-851d-e053-ca3ca8c0ca7f,268117020,268117020,268117020,A268117020,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1dbd-13a3-e055-000000000001,Y,PEMBROKE WEST C,PEAMBRÓG THIAR C,268117,1,02,DUBLIN CITY,Baile Átha Cliath,PEMBROKE,11456.9270019531,468.654783086446
6880,4c07d11e-331c-851d-e053-ca3ca8c0ca7f,4c07d11e-331c-851d-e053-ca3ca8c0ca7f,268117015,268117015,268117015,A268117015,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1dbd-13a3-e055-000000000001,Y,PEMBROKE WEST C,PEAMBRÓG THIAR C,268117,1,02,DUBLIN CITY,Baile Átha Cliath,PEMBROKE,19320.5135498047,570.387784156233
6881,4c07d11e-331d-851d-e053-ca3ca8c0ca7f,4c07d11e-331d-851d-e053-ca3ca8c0ca7f,268117019,268117019,268117019,A268117019,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1dbd-13a3-e055-000000000001,Y,PEMBROKE WEST C,PEAMBRÓG THIAR C,268117,1,02,DUBLIN CITY,Baile Átha Cliath,PEMBROKE,23833.289855957,1002.87133750655
6882,4c07d11e-3331-851d-e053-ca3ca8c0ca7f,4c07d11e-3331-851d-e053-ca3ca8c0ca7f,268117023,268117023,268117023,A268117023,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1dbd-13a3-e055-000000000001,Y,PEMBROKE WEST C,PEAMBRÓG THIAR C,268117,1,02,DUBLIN CITY,Baile Átha Cliath,PEMBROKE,47705.4299316406,1107.71274395359
6883,4c07d11e-3332-851d-e053-ca3ca8c0ca7f,4c07d11e-3332-851d-e053-ca3ca8c0ca7f,268117008,268117008,268117008,A268117008,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1dbd-13a3-e055-000000000001,Y,PEMBROKE WEST C,PEAMBRÓG THIAR C,268117,1,02,DUBLIN CITY,Baile Átha Cliath,PEMBROKE,52802.6605529785,925.584504777885
6884,4c07d11e-3450-851d-e053-ca3ca8c0ca7f,4c07d11e-3450-851d-e053-ca3ca8c0ca7f,268135011,268135011,268135011,A268135011,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1de7-13a3-e055-000000000001,Y,RATHMINES WEST D,RÁTH MAONAIS THIAR D,268135,1,02,DUBLIN CITY,Baile Átha Cliath,KIMMAGE-RATHMINES,21029.853515625,925.390352650433
6885,4c07d11e-3427-851d-e053-ca3ca8c0ca7f,4c07d11e-3427-851d-e053-ca3ca8c0ca7f,267069005,267069005,267069005,A267069005,0,1,Dublin city and suburbs,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,2ae19629-1d3c-13a3-e055-000000000001,Y,DUN LAOGHAIRE-GLENAGEARY,DÚN LAOGHAIRE-GLEANN NA GCAORACH,267069,1,05,DUN LAOGHAIRE/RATHDOWN,Baile Átha Cliath,DÚN LAOGHAIRE,37103.5145263672,931.984531449895
